"267202271467504641"	"267202270460891136"	"267201996354716678"	"0"	"233252489195936384"	"233252489195936384"	"24/7/2018 16:03:12"	"24/7/2018 16:03:12"
"267745248120129026"	"267745247012838148"	"267744996227013381"	"0"	"233252818507520648"	"233252818507520648"	"25/7/2018 10:02:00"	"25/7/2018 10:02:00"
"267760358192569091"	"267760357412423172"	"267744996227013381"	"0"	"233252818507520648"	"233252818507520648"	"25/7/2018 10:32:02"	"25/7/2018 10:32:02"
"267911783245644290"	"267911781710549001"	"267744996227013381"	"0"	"233252818507520648"	"233252818507520648"	"25/7/2018 15:32:53"	"25/7/2018 15:32:53"
"279020476745896064"	"279020475697762822"	"279020350145008136"	"0"	"100000000000000001"	"100000000000000001"	"9/8/2018 23:23:52"	"9/8/2018 23:23:52"
"299618939485287040"	"299618938177105032"	"299618653005935232"	"0"	"100000000000000001"	"100000000000000001"	"7/9/2018 09:29:20"	"7/9/2018 09:29:20"
"299682705312838272"	"299682523649584264"	"299682660618316933"	"0"	"100000000000000001"	"100000000000000001"	"7/9/2018 11:36:02"	"7/9/2018 11:36:02"
"315110132142812289"	"315110131379925638"	"315109983446364807"	"1"	"100000000000000001"	"100000000000000001"	"28/9/2018 18:27:34"	"28/9/2018 18:27:34"
"315111302798242433"	"315110131379925638"	"315109983446364807"	"0"	"100000000000000001"	"100000000000000001"	"28/9/2018 18:29:54"	"28/9/2018 18:29:54"
"315901727180061571"	"315901726022888835"	"315109983446364807"	"0"	"100000000000000001"	"100000000000000001"	"29/9/2018 20:40:20"	"29/9/2018 20:40:20"
"323628227509611904"	"323628226587327364"	"323625310262131592"	"1"	"100000000000000001"	"100000000000000001"	"10/10/2018 12:31:31"	"10/10/2018 12:31:31"
"323628663146802566"	"323628662753000327"	"323622749262052227"	"0"	"100000000000000001"	"100000000000000001"	"10/10/2018 12:32:23"	"10/10/2018 12:32:23"
"323629092408651139"	"323629091964517249"	"323622243940694915"	"0"	"100000000000000001"	"100000000000000001"	"10/10/2018 12:33:14"	"10/10/2018 12:33:14"
"323755824100932486"	"323755821987458440"	"299618653005935232"	"0"	"100000000000000001"	"100000000000000001"	"10/10/2018 16:45:01"	"10/10/2018 16:45:01"
"332481823659493892"	"237528059773704834"	"332481671246884361"	"0"	"233252489195936384"	"233252489195936384"	"22/10/2018 17:42:01"	"22/10/2018 17:42:01"
"332482010146647558"	"332482009442388483"	"267201996354716678"	"0"	"233252489195936384"	"233252489195936384"	"22/10/2018 17:42:24"	"22/10/2018 17:42:24"
"332482196231138820"	"233252489195936384"	"233252077189454468"	"0"	"233252489195936384"	"233252489195936384"	"22/10/2018 17:42:46"	"22/10/2018 17:42:46"
"337550154519253504"	"337550153110453120"	"337548262955285384"	"0"	"100000000000000001"	"100000000000000001"	"29/10/2018 17:31:54"	"29/10/2018 17:31:54"
"338783698797178369"	"338783698394909187"	"315109983446364807"	"1"	"315110131379925638"	"315110131379925638"	"31/10/2018 10:22:44"	"31/10/2018 10:22:44"
"338784313623415305"	"338783698394909187"	"315109983446364807"	"0"	"315110131379925638"	"315110131379925638"	"31/10/2018 10:23:57"	"31/10/2018 10:23:57"
"344711766036417026"	"344711765466394119"	"315109983446364807"	"0"	"315110131379925638"	"315110131379925638"	"8/11/2018 14:40:44"	"8/11/2018 14:40:44"
"345487274433020295"	"345487273418468486"	"345487041766599809"	"0"	"100000000000000001"	"100000000000000001"	"9/11/2018 16:21:32"	"9/11/2018 16:21:32"
"345502032536251526"	"345502031773335944"	"299618653005935232"	"0"	"100000000000000001"	"100000000000000001"	"9/11/2018 16:50:51"	"9/11/2018 16:50:51"
"348919064107658371"	"100000000000000001"	"233245728137256836"	"0"	"100000000000000001"	"100000000000000001"	"14/11/2018 09:59:53"	"14/11/2018 09:59:53"
"358472103952875909"	"323628226587327364"	"337548262955285384"	"0"	"100000000000000001"	"100000000000000001"	"27/11/2018 14:20:04"	"27/11/2018 14:20:04"
