"330265736424076165"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"330265736331801477"	"330265736424076165"	"233247575352742400"	"233247575352742400"	"19/10/2018 16:19:03"	"19/10/2018 16:19:03"
"330279581561533317"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"330279581486035843"	"330279581561533317"	"233247575352742400"	"233247575352742400"	"19/10/2018 16:46:34"	"19/10/2018 16:46:34"
"332391176269874436"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"332391176152433926"	"332391176269874436"	"233247575352742400"	"233247575352742400"	"22/10/2018 14:41:55"	"22/10/2018 14:41:55"
"332397455075853576"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"332397454941635842"	"332397455075853576"	"233247575352742400"	"233247575352742400"	"22/10/2018 14:54:24"	"22/10/2018 14:54:24"
"332399964133667717"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"332399964058170248"	"332399964133667717"	"233247575352742400"	"233247575352742400"	"22/10/2018 14:59:23"	"22/10/2018 14:59:23"
"344908903064683783"	"OP_LEGAL_PERSON"	"279019574023296265"	"ATS资产端测试"	"344908902930466053"	"279022229797868806"	"279020475697762822"	"279020475697762822"	"8/11/2018 21:12:25"	"8/11/2018 21:12:25"
"348245089669760257"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"330279581486035844"	"330279581561533317"	"233247575352742400"	"233247575352742400"	"13/11/2018 11:40:49"	"13/11/2018 11:40:49"
"348932618823812361"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"348932618681206024"	"348932618823812361"	"233247575352742400"	"233247575352742400"	"14/11/2018 10:26:49"	"14/11/2018 10:26:49"
"349053411809436160"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"349053411431948801"	"349053411809436160"	"233247575352742400"	"233247575352742400"	"14/11/2018 14:26:49"	"14/11/2018 14:26:49"
"349802431959933447"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"349802431892824582"	"349802431959933447"	"233247575352742400"	"233247575352742400"	"15/11/2018 15:14:59"	"15/11/2018 15:14:59"
"350530980123648514"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"350530980031373827"	"350530980123648514"	"233247575352742400"	"233247575352742400"	"16/11/2018 15:22:29"	"16/11/2018 15:22:29"
"350575758831919618"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"350575758764810761"	"350575758831919618"	"233247575352742400"	"233247575352742400"	"16/11/2018 16:51:27"	"16/11/2018 16:51:27"
"352553897346867713"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"352553897212649990"	"352553897346867713"	"233247575352742400"	"233247575352742400"	"19/11/2018 10:21:39"	"19/11/2018 10:21:39"
"352760234789970439"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"352760234706084361"	"352760234789970439"	"233247575352742400"	"233247575352742400"	"19/11/2018 17:11:36"	"19/11/2018 17:11:36"
"353403283400434182"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"352760234706084362"	"352760234789970439"	"233247575352742400"	"233247575352742400"	"20/11/2018 14:29:14"	"20/11/2018 14:29:14"
"353422132392894980"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"353422132124459526"	"353422132392894980"	"233247575352742400"	"233247575352742400"	"20/11/2018 15:06:41"	"20/11/2018 15:06:41"
"354213523150750983"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"354213522924258569"	"354213523150750983"	"233247575352742400"	"233247575352742400"	"21/11/2018 17:19:02"	"21/11/2018 17:19:02"
"354892148225221121"	"OP_LEGAL_PERSON"	"279019574023296265"	"ATS线上资产端（测试用）"	"354892148149723653"	"354892148225221121"	"279020475697762822"	"279020475697762822"	"22/11/2018 15:47:20"	"22/11/2018 15:47:20"
"354894198996616452"	"OP_LEGAL_PERSON"	"279019574023296265"	"ATS线上资产端（测试用）"	"354894198820455683"	"354894198996616452"	"279020475697762822"	"279020475697762822"	"22/11/2018 15:51:25"	"22/11/2018 15:51:25"
"357891965213885704"	"OP_LEGAL_PERSON"	"279019574023296265"	"ATS线上资产端（测试用）"	"354894198820455684"	"354894198996616452"	"279020475697762822"	"279020475697762822"	"26/11/2018 19:07:26"	"26/11/2018 19:07:26"
"358398462419158276"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"358398462343660806"	"358398462419158276"	"233247575352742400"	"233247575352742400"	"27/11/2018 11:53:46"	"27/11/2018 11:53:46"
"358540542353229062"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"358540542260954374"	"358540542353229062"	"233247575352742400"	"233247575352742400"	"27/11/2018 16:36:03"	"27/11/2018 16:36:03"
"358574760869372424"	"OP_LEGAL_PERSON"	"233247575352742400"	"杭州米今网络科技有限公司"	"358574760726766087"	"358574760869372424"	"233247575352742400"	"233247575352742400"	"27/11/2018 17:44:02"	"27/11/2018 17:44:02"
